numero de sequencia,tempo inicial,tempo final,tamanho
2326,1742170869821001500,1742170869821321500,8
2327,1742170869822327500,1742170869822327500,8
2328,1742170869824002700,1742170869824002700,8
2329,1742170869825734100,1742170869825734100,8
2330,1742170869827520700,1742170869827520700,8
2331,1742170869829124500,1742170869831147500,8
2332,1742170869830826100,1742170869832163100,8
2333,1742170869832163100,1742170869832939800,8
2334,1742170869834687800,1742170869837207600,8
2335,1742170869837207600,1742170869839604600,8
2336,1742170869839217900,1742170869839604600,8
2337,1742170869840613300,1742170869840949300,8
2338,1742170869841958000,1742170869841958000,8
2339,1742170869843673800,1742170869843673800,8
2340,1742170869845357800,1742170869845357800,8
2341,1742170869846871700,1742170869846871700,8
2342,1742170869848555100,1742170869849099100,8
2343,1742170869850105600,1742170869850105600,8
2344,1742170869851807000,1742170869854410600,8
2345,1742170869853563300,1742170869854410600,8
2346,1742170869855576400,1742170869855576400,8
2347,1742170869857496500,1742170869857496500,8
2348,1742170869859050400,1742170869859050400,8
2349,1742170869860771000,1742170869861142700,8
2350,1742170869862148100,1742170869862148100,8
2351,1742170869863835000,1742170869863835000,8
2352,1742170869865587900,1742170869865587900,8
2353,1742170869867338200,1742170869867338200,8
2354,1742170869868893400,1742170869871286900,8
2355,1742170869870628000,1742170869871637800,8
2356,1742170869872645000,1742170869872645000,8
2357,1742170869874331900,1742170869874331900,8
2358,1742170869876364500,1742170869877382500,8
2359,1742170869878898700,1742170869881910700,8
2360,1742170869881259400,1742170869883333700,8
2361,1742170869882920600,1742170869883333700,8
2362,1742170869884342000,1742170869886883100,8
2363,1742170869886258300,1742170869887909600,8
2364,1742170869887909600,1742170869888922200,8
2365,1742170869890171700,1742170869890171700,8
2366,1742170869891916100,1742170869892231000,8
2367,1742170869893239500,1742170869893239500,8
2368,1742170869894945900,1742170869894945900,8
2369,1742170869896727400,1742170869896727400,8
2370,1742170869898469800,1742170869899008900,8
2371,1742170869900015900,1742170869900015900,8
2372,1742170869901863500,1742170869904146600,8
2373,1742170869903411200,1742170869905153500,8
2374,1742170869905153500,1742170869905153500,8
2375,1742170869906909700,1742170869906909700,8
2376,1742170869908634000,1742170869909230900,8
2377,1742170869910241600,1742170869910241600,8
2378,1742170869911996700,1742170869911996700,8
2379,1742170869913710200,1742170869913710200,8
2380,1742170869915412700,1742170869915412700,8
2381,1742170869917128400,1742170869917128400,8
2382,1742170869918970600,1742170869922739400,8
2383,1742170869921048900,1742170869923752100,8
2384,1742170869923752100,1742170869923752100,8
2385,1742170869925548800,1742170869925908200,8
2386,1742170869926916900,1742170869929439900,8
2387,1742170869928927800,1742170869930925700,8
2388,1742170869930449200,1742170869930925700,8
2389,1742170869931933200,1742170869932456000,8
2390,1742170869933465000,1742170869933465000,8
2391,1742170869935200200,1742170869937096700,8
2392,1742170869937096700,1742170869939126600,8
2393,1742170869939126600,1742170869939126600,8
2394,1742170869940853900,1742170869940853900,8
2395,1742170869942598500,1742170869942598500,8
2396,1742170869944325900,1742170869944325900,8
2397,1742170869946192300,1742170869946192300,8
2398,1742170869947899900,1742170869947899900,8
2399,1742170869949428300,1742170869949428300,8
2400,1742170869951167800,1742170869953493200,8
2401,1742170869952885100,1742170869954507900,8
2402,1742170869954507900,1742170869956039900,8
2403,1742170869956547700,1742170869956547700,8
2404,1742170869958292200,1742170869958292200,8
2405,1742170869959816500,1742170869959816500,8
2406,1742170869961596900,1742170869961596900,8
2407,1742170869963362400,1742170869963362400,8
2408,1742170869965099100,1742170869965099100,8
2409,1742170869966818500,1742170869966818500,8
2410,1742170869970290300,1742170869973564100,8
2411,1742170869972815200,1742170869974576400,8
2412,1742170869974576400,1742170869976116200,8
2413,1742170869976116200,1742170869977644900,8
2414,1742170869977644900,1742170869977644900,8
2415,1742170869979171200,1742170869979171200,8
2416,1742170869980919000,1742170869980919000,8
2417,1742170869982630300,1742170869982630300,8
2418,1742170869984387500,1742170869984387500,8
2419,1742170869986713100,1742170869988176400,8
2420,1742170869988176400,1742170869989185600,8
2421,1742170869989690700,1742170869989690700,8
2422,1742170869991375800,1742170869991375800,8
2423,1742170869993102800,1742170869993102800,8
2424,1742170869994823700,1742170869994823700,8
2425,1742170869996348100,1742170869996348100,8
2426,1742170869998081400,1742170869998081400,8
2427,1742170869999600900,1742170869999600900,8
2428,1742170870001303100,1742170870003757900,8
2429,1742170870002973200,1742170870005295000,8
2430,1742170870004984700,1742170870005295000,8
2431,1742170870006300300,1742170870006300300,8
2432,1742170870007987400,1742170870007987400,8
2433,1742170870009513500,1742170870009513500,8
2434,1742170870011257400,1742170870011257400,8
2435,1742170870013015300,1742170870013015300,8
2436,1742170870014798200,1742170870016322800,8
2437,1742170870016831300,1742170870016831300,8
2438,1742170870019188000,1742170870022389000,8
2439,1742170870022065600,1742170870024076000,8
2440,1742170870023398500,1742170870025093300,8
2441,1742170870025093300,1742170870026106700,8
2442,1742170870027115000,1742170870027115000,8
2443,1742170870029000900,1742170870029000900,8
2444,1742170870030774200,1742170870032725500,8
2445,1742170870032364800,1742170870032725500,8
2446,1742170870033732300,1742170870036115900,8
2447,1742170870035091400,1742170870037901200,8
2448,1742170870037901200,1742170870039419300,8
2449,1742170870039926400,1742170870039926400,8
2450,1742170870041667100,1742170870041667100,8
2451,1742170870043394300,1742170870043394300,8
2452,1742170870045132600,1742170870045132600,8
2453,1742170870046654800,1742170870046654800,8
2454,1742170870048401600,1742170870049024800,8
2455,1742170870050031900,1742170870050541300,8
2456,1742170870051550400,1742170870054028100,8
2457,1742170870053395300,1742170870055352800,8
2458,1742170870055039500,1742170870055352800,8
2459,1742170870056357700,1742170870056357700,8
2460,1742170870058041300,1742170870058041300,8
2461,1742170870059565000,1742170870059565000,8
2462,1742170870061297000,1742170870061297000,8
2463,1742170870063065700,1742170870063065700,8
2464,1742170870064830500,1742170870066108300,8
2465,1742170870067116600,1742170870070344800,8
2466,1742170870069676800,1742170870072381400,8
2467,1742170870071356400,1742170870074309200,8
2468,1742170870073996500,1742170870074309200,8
2469,1742170870075314800,1742170870075314800,8
2470,1742170870077050000,1742170870077050000,8
2471,1742170870078774200,1742170870079318400,8
2472,1742170870080323700,1742170870080323700,8
2473,1742170870082048800,1742170870082048800,8
2474,1742170870083749500,1742170870083749500,8
2475,1742170870085490500,1742170870087436900,8
2476,1742170870087436900,1742170870088971400,8
2477,1742170870089491000,1742170870089491000,8
2478,1742170870091197900,1742170870091197900,8
2479,1742170870092887800,1742170870092887800,8
2480,1742170870094663700,1742170870094663700,8
2481,1742170870096185300,1742170870096185300,8
2482,1742170870097920700,1742170870097920700,8
2483,1742170870099437300,1742170870099437300,8
2484,1742170870101163100,1742170870103482800,8
2485,1742170870102631500,1742170870104498100,8
2486,1742170870104498100,1742170870106032500,8
2487,1742170870106543500,1742170870107553900,8
2488,1742170870108554300,1742170870109060600,8
2489,1742170870110071300,1742170870112163800,8
2490,1742170870111515600,1742170870114893300,8
2491,1742170870113179800,1742170870115919000,8
2492,1742170870114893300,1742170870121988900,8
2493,1742170870116927700,1742170870121988900,8
2494,1742170870118996600,1742170870124002000,8
2495,1742170870120957200,1742170870124002000,8
2496,1742170870123698300,1742170870125008200,8
2497,1742170870125008200,1742170870125008200,8
2498,1742170870126803900,1742170870127180300,8
2499,1742170870128186900,1742170870129195500,8
2500,1742170870129704800,1742170870129704800,8
2501,1742170870131406800,1742170870131406800,8
2502,1742170870133202000,1742170870133202000,8
2503,1742170870134920100,1742170870137369900,8
2504,1742170870136817300,1742170870139004200,8
2505,1742170870139004200,1742170870139560600,8
2506,1742170870140615900,1742170870141153500,8
2507,1742170870142200200,1742170870142733200,8
2508,1742170870143777500,1742170870144309600,8
2509,1742170870145349700,1742170870145876400,8
2510,1742170870146913400,1742170870147434600,8
2511,1742170870148473100,1742170870148987000,8
2512,1742170870150037500,1742170870150563100,8
2513,1742170870151624400,1742170870154585200,8
2514,1742170870153432700,1742170870155582900,8
2515,1742170870155582900,1742170870156118500,8
2516,1742170870157264200,1742170870158890200,8
2517,1742170870158890200,1742170870161341000,8
2518,1742170870160753200,1742170870162484000,8
2519,1742170870163012900,1742170870164090300,8
2520,1742170870164609100,1742170870165161100,8
2521,1742170870166298600,1742170870166836200,8
2522,1742170870167844700,1742170870171781600,8
2523,1742170870169415000,1742170870172791300,8
2524,1742170870171216400,1742170870173296600,8
2525,1742170870173296600,1742170870173819400,8
2526,1742170870174826900,1742170870174826900,8
2527,1742170870176423200,1742170870176955900,8
2528,1742170870178009600,1742170870178532500,8
2529,1742170870179561100,1742170870180079100,8
2530,1742170870181122400,1742170870181644500,8
2531,1742170870182693200,1742170870183219200,8
2532,1742170870184259700,1742170870186419600,8
2533,1742170870185845000,1742170870188246900,8
2534,1742170870188246900,1742170870189093900,8
2535,1742170870189826700,1742170870190353700,8
2536,1742170870191390500,1742170870191908100,8
2537,1742170870192954900,1742170870193481700,8
2538,1742170870194530300,1742170870195064500,8
2539,1742170870196116400,1742170870196649000,8
2540,1742170870197693400,1742170870198222000,8
2541,1742170870199273200,1742170870200887100,8
2542,1742170870200887100,1742170870204070500,8
2543,1742170870203441900,1742170870206592600,8
2544,1742170870205607800,1742170870207677400,8
2545,1742170870207677400,1742170870209343400,8
2546,1742170870209343400,1742170870211211400,8
2547,1742170870210864800,1742170870211211400,8
2548,1742170870212219600,1742170870213229000,8
2549,1742170870213739300,1742170870214169600,8
2550,1742170870215183300,1742170870216998800,8
2551,1742170870216998800,1742170870222370500,8
2552,1742170870219122600,1742170870223980200,8
2553,1742170870221961400,1742170870224989100,8
2554,1742170870223378400,1742170870226002300,8
2555,1742170870224989100,1742170870227095500,8
2556,1742170870226513100,1742170870228103600,8
2557,1742170870228103600,1742170870229113200,8
2558,1742170870229622000,1742170870229970900,8
2559,1742170870230979800,1742170870231515100,8
2560,1742170870232571500,1742170870233644000,8
2561,1742170870234158500,1742170870235257800,8
2562,1742170870236477500,1742170870238678100,8
2563,1742170870238116200,1742170870239199600,8
2564,1742170870239722900,1742170870240266500,8
2565,1742170870241312700,1742170870241844100,8
2566,1742170870242884600,1742170870243418700,8
2567,1742170870244462200,1742170870244992900,8
2568,1742170870246031500,1742170870246621300,8
2569,1742170870247665100,1742170870248189400,8
2570,1742170870249231700,1742170870249762800,8
2571,1742170870250803000,1742170870251895300,8
2572,1742170870253009800,1742170870255322300,8
2573,1742170870255322300,1742170870257485900,8
2574,1742170870256892100,1742170870258554800,8
2575,1742170870258554800,1742170870259073400,8
2576,1742170870260121600,1742170870260649400,8
2577,1742170870261697100,1742170870261697100,8
2578,1742170870263422600,1742170870263422600,8
2579,1742170870265321200,1742170870265321200,8
2580,1742170870267074400,1742170870267074400,8
2581,1742170870268864000,1742170870271349800,8
2582,1742170870270699200,1742170870271349800,8
2583,1742170870272359900,1742170870272359900,8
2584,1742170870274141300,1742170870274141300,8
2585,1742170870275886800,1742170870275886800,8
2586,1742170870277692800,1742170870277692800,8
2587,1742170870279246700,1742170870279246700,8
2588,1742170870280986200,1742170870280986200,8
2589,1742170870282715400,1742170870283265400,8
2590,1742170870284273100,1742170870287103400,8
2591,1742170870286172400,1742170870288117100,8
2592,1742170870288117100,1742170870289127600,8
2593,1742170870290457900,1742170870290457900,8
2594,1742170870292189800,1742170870292189800,8
2595,1742170870294010100,1742170870295021400,8
2596,1742170870296022600,1742170870296022600,8
2597,1742170870297739900,1742170870297739900,8
2598,1742170870299260100,1742170870299615200,8
2599,1742170870300622700,1742170870302658400,8
2600,1742170870302067700,1742170870305717400,8
2601,1742170870303672400,1742170870306437400,8
2602,1742170870305717400,1742170870307444000,8
2603,1742170870307444000,1742170870345049200,8
2604,1742170870310511100,1742170870359811400,8
2605,1742170870312193400,1742170870361264300,8
2606,1742170870319945500,1742170870364026500,8
2607,1742170870329643300,1742170870364026500,8
2608,1742170870338846900,1742170870366666800,8
2609,1742170870341387800,1742170870367676600,8
2610,1742170870344054000,1742170870369756900,8
2611,1742170870346045400,1742170870371297400,8
2612,1742170870347564100,1742170870372797000,8
2613,1742170870349605600,1742170870372797000,8
2614,1742170870351077700,1742170870373805300,8
2615,1742170870352664400,1742170870373805300,8
2616,1742170870354521400,1742170870375518400,8
2617,1742170870356563800,1742170870375518400,8
2618,1742170870357915800,1742170870375518400,8
2619,1742170870359434400,1742170870387644100,8
2620,1742170870360819500,1742170870389155700,8
2621,1742170870362274400,1742170870389155700,8
2622,1742170870364026500,1742170870389155700,8
2623,1742170870366336300,1742170870390916800,8
2624,1742170870367676600,1742170870390916800,8
2625,1742170870369206900,1742170870390916800,8
2626,1742170870370769100,1742170870392624600,8
2627,1742170870372321500,1742170870392624600,8
2628,1742170870373805300,1742170870392624600,8
2629,1742170870375518400,1742170870394433800,8
2630,1742170870377292500,1742170870394433800,8
2631,1742170870383105800,1742170870396454200,8
2632,1742170870386642200,1742170870397460100,8
2633,1742170870389155700,1742170870397460100,8
2634,1742170870390916800,1742170870398981300,8
2635,1742170870392624600,1742170870398981300,8
2636,1742170870394433800,1742170870400753900,8
2637,1742170870395968100,1742170870400753900,8
2638,1742170870397460100,1742170870403121900,8
2639,1742170870398981300,1742170870405148700,8
2640,1742170870400753900,1742170870406471200,8
2641,1742170870402538300,1742170870407483000,8
2642,1742170870404132900,1742170870409009700,8
2643,1742170870406146600,1742170870409009700,8
2644,1742170870407483000,1742170870410780400,8
2645,1742170870409009700,1742170870411542200,8
2646,1742170870410780400,1742170870412549300,8
2647,1742170870412549300,1742170870412549300,8
2648,1742170870414287400,1742170870414287400,8
2649,1742170870416068200,1742170870416068200,8
2650,1742170870417826800,1742170870421733400,8
2651,1742170870419894100,1742170870423100000,8
2652,1742170870422755100,1742170870424423200,8
2653,1742170870424108900,1742170870425746200,8
2654,1742170870425430400,1742170870425746200,8
2655,1742170870426754600,1742170870426754600,8
2656,1742170870429003900,1742170870429442800,8
2657,1742170870430450700,1742170870430450700,8
2658,1742170870432169300,1742170870432169300,8
2659,1742170870433900600,1742170870433900600,8
2660,1742170870435682700,1742170870439587600,8
2661,1742170870438978500,1742170870440937800,8
2662,1742170870440597800,1742170870440937800,8
2663,1742170870441946000,1742170870442350500,8
2664,1742170870443357900,1742170870443712500,8
2665,1742170870444733100,1742170870446269100,8
2666,1742170870446782900,1742170870447241300,8
2667,1742170870448249100,1742170870448249100,8
2668,1742170870449760600,1742170870449760600,8
2669,1742170870451464900,1742170870454001100,8
2670,1742170870453479600,1742170870454001100,8
2671,1742170870455589000,1742170870455589000,8
2672,1742170870457397700,1742170870457397700,8
2673,1742170870458985900,1742170870458985900,8
2674,1742170870460693200,1742170870460693200,8
2675,1742170870462495900,1742170870462495900,8
2676,1742170870464231700,1742170870464231700,8
2677,1742170870465976900,1742170870465976900,8
2678,1742170870467725300,1742170870470000000,8
2679,1742170870469244700,1742170870471765500,8
2680,1742170870471258900,1742170870471765500,8
2681,1742170870472772800,1742170870472772800,8
2682,1742170870474500600,1742170870474500600,8
2683,1742170870476086600,1742170870476086600,8
2684,1742170870477844900,1742170870477844900,8
2685,1742170870479372600,1742170870479372600,8
2686,1742170870481094800,1742170870481094800,8
2687,1742170870482844300,1742170870482844300,8
2688,1742170870484646000,1742170870490196900,8
2689,1742170870487746900,1742170870490196900,8
2690,1742170870489280800,1742170870491613400,8
2691,1742170870491209000,1742170870493267700,8
2692,1742170870492625700,1742170870494287100,8
2693,1742170870494287100,1742170870494287100,8
2694,1742170870496161600,1742170870496161600,8
2695,1742170870497908900,1742170870497908900,8
2696,1742170870499426500,1742170870499426500,8
2697,1742170870501125600,1742170870503033300,8
2698,1742170870502512800,1742170870504057300,8
2699,1742170870504057300,1742170870505070200,8
2700,1742170870506740400,1742170870506740400,8
2701,1742170870508500100,1742170870509044100,8
2702,1742170870510048900,1742170870510048900,8
2703,1742170870511736900,1742170870511736900,8
2704,1742170870513522200,1742170870513522200,8
2705,1742170870515276600,1742170870515276600,8
2706,1742170870516979700,1742170870516979700,8
2707,1742170870518766600,1742170870521308200,8
2708,1742170870520892800,1742170870521308200,8
2709,1742170870522314200,1742170870522314200,8
2710,1742170870524063500,1742170870524063500,8
2711,1742170870525778300,1742170870525778300,8
2712,1742170870527476100,1742170870527476100,8
2713,1742170870529000800,1742170870529000800,8
2714,1742170870530717800,1742170870530717800,8
2715,1742170870532492900,1742170870534266200,8
2716,1742170870534266200,1742170870538908200,8
2717,1742170870536846500,1742170870540739800,8
2718,1742170870539944300,1742170870541746700,8
2719,1742170870541746700,1742170870541746700,8
2720,1742170870543543000,1742170870543543000,8
2721,1742170870545250400,1742170870545250400,8
2722,1742170870546769400,1742170870546769400,8
2723,1742170870548476400,1742170870549013900,8
2724,1742170870550019500,1742170870550019500,8
2725,1742170870552326600,1742170870554115500,8
2726,1742170870554115500,1742170870555124600,8
2727,1742170870556124400,1742170870556124400,8
2728,1742170870557809900,1742170870557809900,8
2729,1742170870559334300,1742170870559334300,8
2730,1742170870561057100,1742170870561439400,8
2731,1742170870562445100,1742170870562445100,8
2732,1742170870564255900,1742170870564255900,8
2733,1742170870566202100,1742170870566202100,8
2734,1742170870567981400,1742170870571307100,8
2735,1742170870570553200,1742170870571307100,8
2736,1742170870572312800,1742170870572312800,8
2737,1742170870574020500,1742170870574385800,8
2738,1742170870575393400,1742170870575393400,8
2739,1742170870577084100,1742170870577084100,8
2740,1742170870578920300,1742170870579544200,8
2741,1742170870580551700,1742170870580923400,8
2742,1742170870581931400,1742170870581931400,8
2743,1742170870583628100,1742170870587758300,8
2744,1742170870584988900,1742170870589861800,8
2745,1742170870587758300,1742170870590492000,8
2746,1742170870589861800,1742170870592009900,8
2747,1742170870591508500,1742170870593356500,8
2748,1742170870593020300,1742170870594364200,8
2749,1742170870594364200,1742170870594364200,8
2750,1742170870596229500,1742170870596229500,8
2751,1742170870597979900,1742170870597979900,8
2752,1742170870599502900,1742170870599502900,8
2753,1742170870601237300,1742170870602259500,8
2754,1742170870603255200,1742170870604072600,8
2755,1742170870605080700,1742170870605080700,8
2756,1742170870606813800,1742170870606813800,8
2757,1742170870608535300,1742170870609113100,8
2758,1742170870610119400,1742170870610119400,8
2759,1742170870611858200,1742170870611858200,8
2760,1742170870613650300,1742170870613650300,8
2761,1742170870615393100,1742170870615714600,8
2762,1742170870616723900,1742170870616723900,8
2763,1742170870618440700,1742170870620709700,8
2764,1742170870620323100,1742170870620709700,8
2765,1742170870621716800,1742170870621716800,8
2766,1742170870623422800,1742170870623422800,8
2767,1742170870625168100,1742170870625168100,8
2768,1742170870626867400,1742170870626867400,8
2769,1742170870628659500,1742170870629204100,8
2770,1742170870630906200,1742170870630906200,8
2771,1742170870632721200,1742170870634664700,8
2772,1742170870634664700,1742170870637725000,8
2773,1742170870636710900,1742170870637725000,8
2774,1742170870639238500,1742170870641010100,8
2775,1742170870640617400,1742170870641010100,8
2776,1742170870642018900,1742170870642507800,8
2777,1742170870643516900,1742170870643516900,8
2778,1742170870645223300,1742170870645223300,8
2779,1742170870646750100,1742170870646750100,8
2780,1742170870648562800,1742170870649106800,8
2781,1742170870650116000,1742170870650625100,8
2782,1742170870651636600,1742170870654261600,8
2783,1742170870653572800,1742170870654261600,8
2784,1742170870655270600,1742170870655270600,8
2785,1742170870656969700,1742170870656969700,8
2786,1742170870658735700,1742170870659249300,8
2787,1742170870660255100,1742170870660763900,8
2788,1742170870661780300,1742170870661780300,8
2789,1742170870663512100,1742170870663820200,8
2790,1742170870664826200,1742170870664826200,8
2791,1742170870666352200,1742170870666352200,8
2792,1742170870668090400,1742170870671045800,8
2793,1742170870670598400,1742170870671045800,8
2794,1742170870672053700,1742170870672391400,8
2795,1742170870673397100,1742170870674770400,8
2796,1742170870674770400,1742170870676305200,8
2797,1742170870676813000,1742170870676813000,8
2798,1742170870678598000,1742170870679127100,8
2799,1742170870680192000,1742170870680986000,8
2800,1742170870681995100,1742170870682368900,8
2801,1742170870683373900,1742170870683373900,8
2802,1742170870685081200,1742170870686956900,8
2803,1742170870686956900,1742170870687969400,8
2804,1742170870688970000,1742170870688970000,8
2805,1742170870690740600,1742170870690740600,8
2806,1742170870692502500,1742170870692502500,8
2807,1742170870694250200,1742170870694250200,8
2808,1742170870696023400,1742170870696023400,8
2809,1742170870697819700,1742170870697819700,8
2810,1742170870699342000,1742170870699342000,8
2811,1742170870701039100,1742170870703137000,8
2812,1742170870702399200,1742170870704156000,8
2813,1742170870704156000,1742170870704156000,8
2814,1742170870706348000,1742170870706348000,8
2815,1742170870708165700,1742170870708165700,8
2816,1742170870709688500,1742170870709688500,8
2817,1742170870711416200,1742170870711416200,8
2818,1742170870713161500,1742170870713161500,8
2819,1742170870714840400,1742170870714840400,8
2820,1742170870716365800,1742170870716365800,8
2821,1742170870718098200,1742170870721621200,8
2822,1742170870720916800,1742170870723152700,8
2823,1742170870722639000,1742170870723152700,8
2824,1742170870724161600,1742170870724161600,8
2825,1742170870726112500,1742170870726497200,8
2826,1742170870727514800,1742170870729070500,8
2827,1742170870730080400,1742170870730590600,8
2828,1742170870731600200,1742170870731901900,8
2829,1742170870732907500,1742170870732907500,8
2830,1742170870734592000,1742170870737318900,8
2831,1742170870736629000,1742170870737318900,8
2832,1742170870738327700,1742170870738843900,8
2833,1742170870739853200,1742170870739853200,8
2834,1742170870741663200,1742170870741973100,8
2835,1742170870742978700,1742170870742978700,8
2836,1742170870744668400,1742170870744668400,8
2837,1742170870746223300,1742170870746738800,8
2838,1742170870747749000,1742170870747749000,8
2839,1742170870749570600,1742170870749570600,8
2840,1742170870751296700,1742170870753582500,8
2841,1742170870752960300,1742170870753979200,8
2842,1742170870754968100,1742170870754968100,8
2843,1742170870756749100,1742170870756749100,8
2844,1742170870758521400,1742170870759043300,8
2845,1742170870760048300,1742170870760048300,8
2846,1742170870761771700,1742170870761771700,8
2847,1742170870763506200,1742170870763506200,8
2848,1742170870765224600,1742170870765224600,8
2849,1742170870766977400,1742170870770038100,8
2850,1742170870769002600,1742170870771620300,8
2851,1742170870771620300,1742170870772570900,8
2852,1742170870773578800,1742170870775002900,8
2853,1742170870775002900,1742170870776019100,8
2854,1742170870777573600,1742170870777573600,8
2855,1742170870779101400,1742170870779101400,8
2856,1742170870780837300,1742170870780837300,8
2857,1742170870782569800,1742170870782569800,8
2858,1742170870784302500,1742170870786502900,8
2859,1742170870785839200,1742170870787518300,8
2860,1742170870787518300,1742170870787518300,8
2861,1742170870789050900,1742170870789050900,8
2862,1742170870790764000,1742170870790764000,8
2863,1742170870792497000,1742170870792497000,8
2864,1742170870794245900,1742170870794245900,8
2865,1742170870796238500,1742170870796238500,8
2866,1742170870798018400,1742170870798018400,8
2867,1742170870799549600,1742170870799549600,8
2868,1742170870801288200,1742170870803827700,8
2869,1742170870803827700,1742170870803827700,8
2870,1742170870805499600,1742170870805851100,8
2871,1742170870806858100,1742170870806858100,8
2872,1742170870808560800,1742170870809133800,8
2873,1742170870810140400,1742170870810649700,8
2874,1742170870811666000,1742170870811998200,8
2875,1742170870813006600,1742170870813006600,8
2876,1742170870814754900,1742170870814754900,8
2877,1742170870816788300,1742170870816788300,8
2878,1742170870819130600,1742170870821439000,8
2879,1742170870820639800,1742170870823499400,8
2880,1742170870823499400,1742170870823499400,8
2881,1742170870825198700,1742170870826928000,8
2882,1742170870826572600,1742170870826928000,8
2883,1742170870827937800,1742170870828958400,8
2884,1742170870829467500,1742170870829904100,8
2885,1742170870830910800,1742170870830910800,8
2886,1742170870832678000,1742170870832989800,8
2887,1742170870833994700,1742170870833994700,8
2888,1742170870835699500,1742170870837712700,8
2889,1742170870837712700,1742170870837712700,8
2890,1742170870839308200,1742170870839308200,8
2891,1742170870841012300,1742170870841012300,8
2892,1742170870842704500,1742170870842704500,8
2893,1742170870844434800,1742170870844434800,8
2894,1742170870845983200,1742170870845983200,8
2895,1742170870847510000,1742170870847510000,8
2896,1742170870849133700,1742170870849133700,8
2897,1742170870850809000,1742170870850809000,8
2898,1742170870852561000,1742170870854577000,8
2899,1742170870854577000,1742170870854577000,8
2900,1742170870856172700,1742170870856172700,8
2901,1742170870857952300,1742170870857952300,8
2902,1742170870859481400,1742170870859481400,8
2903,1742170870861218700,1742170870861218700,8
2904,1742170870863007600,1742170870863800500,8
2905,1742170870864808500,1742170870864808500,8
2906,1742170870866337200,1742170870866337200,8
2907,1742170870868082900,1742170870872075600,8
2908,1742170870871536400,1742170870873102300,8
2909,1742170870873102300,1742170870873102300,8
2910,1742170870874901300,1742170870875272300,8
2911,1742170870876280900,1742170870876280900,8
2912,1742170870877999300,1742170870877999300,8
2913,1742170870879550300,1742170870879550300,8
2914,1742170870881269100,1742170870881269100,8
2915,1742170870883014500,1742170870883014500,8
2916,1742170870884740900,1742170870887319500,8
2917,1742170870887319500,1742170870887319500,8
2918,1742170870889373800,1742170870889373800,8
2919,1742170870891092100,1742170870891092100,8
2920,1742170870892834900,1742170870892834900,8
2921,1742170870894579900,1742170870894579900,8
2922,1742170870896124900,1742170870896124900,8
2923,1742170870897826300,1742170870897826300,8
2924,1742170870899349200,1742170870899349200,8
2925,1742170870901074300,1742170870903041400,8
2926,1742170870902508200,1742170870904350800,8
2927,1742170870904050500,1742170870904350800,8
2928,1742170870905359900,1742170870905359900,8
2929,1742170870907158700,1742170870907158700,8
2930,1742170870908947100,1742170870908947100,8
2931,1742170870910722000,1742170870911505300,8
2932,1742170870912513500,1742170870913004100,8
2933,1742170870914009600,1742170870914009600,8
2934,1742170870915716400,1742170870915716400,8
2935,1742170870917466800,1742170870917466800,8
2936,1742170870920028000,1742170870922930100,8
2937,1742170870922616900,1742170870922930100,8
2938,1742170870923937800,1742170870923937800,8
2939,1742170870925615400,1742170870925615400,8
2940,1742170870927370700,1742170870927370700,8
2941,1742170870928919200,1742170870928919200,8
2942,1742170870930624600,1742170870930624600,8
2943,1742170870932381600,1742170870932381600,8
2944,1742170870934110800,1742170870936399800,8
2945,1742170870935442100,1742170870937428100,8
2946,1742170870937428100,1742170870937428100,8
2947,1742170870939495400,1742170870939495400,8
2948,1742170870941234000,1742170870941234000,8
2949,1742170870942983600,1742170870942983600,8
2950,1742170870944714100,1742170870944714100,8
2951,1742170870946267700,1742170870946267700,8
2952,1742170870947798000,1742170870947798000,8
2953,1742170870949351500,1742170870949351500,8
2954,1742170870951155800,1742170870953715400,8
2955,1742170870953064200,1742170870954724300,8
2956,1742170870954724300,1742170870956249800,8
2957,1742170870956757900,1742170870956757900,8
2958,1742170870958534300,1742170870959053500,8
2959,1742170870960060900,1742170870960582500,8
2960,1742170870962138500,1742170870962138500,8
2961,1742170870963830600,1742170870963830600,8
2962,1742170870965583500,1742170870965900700,8
2963,1742170870966942900,1742170870969998600,8
2964,1742170870968975900,1742170870972547600,8
2965,1742170870971531700,1742170870972547600,8
2966,1742170870974134200,1742170870974134200,8
2967,1742170870975849200,1742170870975849200,8
2968,1742170870980145700,1742170870992994400,8
2969,1742170870982496400,1742170871004669600,8
2970,1742170870990783300,1742170871013060600,8
2971,1742170870992294700,1742170871031836200,8
2972,1742170870999059200,1742170871033454700,8
2973,1742170871012475100,1742170871034464400,8
2974,1742170871014126100,1742170871035989600,8
2975,1742170871015643300,1742170871039085400,8
2976,1742170871018238300,1742170871039085400,8
2977,1742170871020296600,1742170871040093000,8
2978,1742170871021866200,1742170871040093000,8
2979,1742170871023227300,1742170871041835000,8
2980,1742170871024582800,1742170871041835000,8
2981,1742170871026103100,1742170871041835000,8
2982,1742170871027467300,1742170871043564100,8
2983,1742170871029548700,1742170871043564100,8
2984,1742170871030968500,1742170871056201800,8
2985,1742170871032851100,1742170871056201800,8
2986,1742170871034464400,1742170871056201800,8
2987,1742170871037548500,1742170871056201800,8
2988,1742170871040093000,1742170871057910900,8
2989,1742170871041835000,1742170871058917100,8
2990,1742170871043564100,1742170871059423300,8
